query_id_llm,before,chatgpt_remaining,deepseek_remaining,gemini_remaining
16_gemini,1,0,0,0
16_stackoverflow,1,0,0,0
160_deepseek,1,0,0,0
160_stackoverflow,2,0,0,1
162_chatgpt,1,0,0,0
162_chatgpt2025,1,0,0,0
162_deepseek,2,0,0,0
162_gemini,1,0,0,0
162_stackoverflow,1,0,0,0
163_chatgpt,2,2,2,2
163_chatgpt2025,2,2,2,2
163_deepseek,2,0,0,1
163_stackoverflow,2,1,0,1
164_stackoverflow,2,1,0,0
167_chatgpt2025,2,0,0,0
168_chatgpt,1,0,0,0
168_chatgpt2025,2,2,2,2
168_stackoverflow,2,1,0,1
169_gemini,1,1,0,1
170_stackoverflow,3,0,0,0
171_deepseek,2,2,0,0
172_chatgpt,1,0,0,0
172_chatgpt2025,2,0,0,0
172_deepseek,2,0,0,0
173_chatgpt,3,0,2,0
173_gemini,1,0,0,0
173_stackoverflow,1,0,0,0
174_stackoverflow,2,0,0,0
175_stackoverflow,2,0,0,0
176_chatgpt,1,0,0,0
176_chatgpt2025,1,0,0,0
176_gemini,1,0,0,0
176_stackoverflow,2,0,0,0
178_deepseek,4,0,0,0
178_stackoverflow,2,0,0,0
179_chatgpt,2,0,0,0
179_stackoverflow,2,2,0,0
18_stackoverflow,2,0,0,0
180_chatgpt,1,0,0,0
180_stackoverflow,2,0,0,0
181_chatgpt,1,2,0,2
181_deepseek,1,0,0,0
182_chatgpt,2,2,2,2
182_stackoverflow,1,0,0,1
183_chatgpt,2,2,0,0
183_chatgpt2025,1,0,0,0
183_gemini,1,0,0,0
183_stackoverflow,3,0,2,0
185_gemini,2,0,0,0
186_chatgpt2025,1,0,0,0
186_gemini,2,2,0,0
188_deepseek,1,0,0,0
188_stackoverflow,2,2,2,1
19_stackoverflow,2,0,0,0
190_chatgpt2025,2,1,1,1
190_deepseek,3,1,1,0
190_gemini,1,1,1,1
191_chatgpt,2,0,1,0
191_chatgpt2025,2,1,1,1
191_deepseek,2,1,1,1
192_chatgpt2025,1,0,0,0
192_deepseek,1,0,0,0
192_stackoverflow,2,0,0,0
194_chatgpt,3,0,0,0
194_chatgpt2025,1,0,0,0
194_deepseek,1,0,1,0
194_gemini,1,0,0,0
194_stackoverflow,3,2,2,0
195_chatgpt2025,2,0,0,1
195_deepseek,2,0,0,0
195_stackoverflow,2,0,0,0
196_chatgpt,2,0,0,0
196_chatgpt2025,2,0,0,0
197_chatgpt,2,1,2,1
197_chatgpt2025,2,1,1,1
197_deepseek,2,1,0,1
197_stackoverflow,4,2,1,0
198_gemini,1,0,0,0
198_stackoverflow,2,0,0,0
199_chatgpt,1,0,0,0
2_chatgpt,1,0,0,0
2_stackoverflow,1,0,0,0
20_deepseek,2,0,0,2
201_chatgpt,1,1,1,1
201_chatgpt2025,1,1,1,0
201_deepseek,1,1,1,1
201_gemini,2,0,0,0
201_stackoverflow,1,0,0,0
202_chatgpt,2,0,0,0
202_stackoverflow,3,0,1,0
203_chatgpt,1,0,0,0
203_stackoverflow,1,0,0,0
204_stackoverflow,1,0,0,0
205_chatgpt,2,0,0,0
205_gemini,1,0,0,0
205_stackoverflow,1,2,2,2
206_stackoverflow,1,0,0,0
207_chatgpt2025,2,1,0,1
208_stackoverflow,2,0,0,0
210_gemini,1,1,0,0
210_stackoverflow,2,0,0,0
212_chatgpt,1,1,1,0
212_chatgpt2025,1,1,1,0
212_deepseek,2,0,0,0
212_stackoverflow,2,0,0,0
215_chatgpt2025,1,0,0,0
215_gemini,2,0,0,0
215_stackoverflow,2,0,0,0
217_chatgpt,4,2,2,0
217_gemini,1,0,0,0
217_stackoverflow,2,0,0,2
218_chatgpt,1,0,0,0
218_gemini,1,0,0,0
218_stackoverflow,1,0,0,0
219_stackoverflow,1,0,0,0
220_chatgpt,1,0,0,0
220_deepseek,2,1,1,1
220_gemini,2,1,1,1
220_stackoverflow,1,0,0,0
221_gemini,4,0,0,0
221_stackoverflow,1,0,0,0
222_deepseek,1,0,0,0
222_stackoverflow,1,0,0,0
224_chatgpt,1,0,0,0
224_deepseek,2,0,0,0
224_stackoverflow,2,0,0,0
225_deepseek,2,0,0,0
225_stackoverflow,1,1,0,0
226_chatgpt,4,0,2,0
226_chatgpt2025,2,0,0,0
226_deepseek,2,0,0,0
226_gemini,1,0,0,0
227_stackoverflow,3,2,2,2
228_chatgpt,2,2,0,2
228_stackoverflow,1,0,0,0
229_chatgpt,2,0,0,0
229_stackoverflow,1,0,0,0
23_chatgpt2025,2,0,0,0
23_deepseek,2,0,0,0
23_gemini,3,0,0,0
23_stackoverflow,2,2,0,0
231_deepseek,2,2,2,2
231_gemini,1,0,0,0
231_stackoverflow,2,0,0,0
232_chatgpt,3,0,2,2
232_gemini,1,0,0,0
232_stackoverflow,1,0,0,0
233_chatgpt,2,0,0,1
233_deepseek,1,0,0,0
236_chatgpt2025,1,0,0,0
236_stackoverflow,3,0,1,0
238_deepseek,1,0,0,0
240_gemini,2,1,0,0
240_stackoverflow,1,1,1,2
241_deepseek,2,0,0,0
241_stackoverflow,1,0,0,0
242_chatgpt2025,2,0,2,0
242_gemini,1,0,0,0
242_stackoverflow,1,2,0,0
243_chatgpt,2,0,0,0
245_stackoverflow,3,0,0,0
247_gemini,2,0,0,1
247_stackoverflow,4,0,0,0
248_deepseek,2,2,0,2
248_gemini,2,0,0,0
248_stackoverflow,2,2,2,2
249_deepseek,1,0,0,0
249_gemini,1,0,0,0
249_stackoverflow,2,2,2,2
25_gemini,2,0,0,0
25_stackoverflow,2,0,0,0
250_chatgpt,1,1,1,0
250_deepseek,1,0,0,0
250_gemini,1,0,0,0
250_stackoverflow,3,0,0,0
251_chatgpt,2,0,0,0
251_gemini,1,1,0,0
251_stackoverflow,2,0,0,0
252_chatgpt,2,0,0,0
252_deepseek,2,2,0,2
252_stackoverflow,3,0,0,0
253_deepseek,1,0,0,0
253_stackoverflow,1,0,0,0
254_deepseek,1,1,1,1
254_gemini,1,0,0,0
254_stackoverflow,1,0,0,0
256_stackoverflow,2,0,0,0
257_deepseek,1,0,0,0
257_gemini,1,0,0,0
258_chatgpt,2,2,2,2
258_stackoverflow,2,0,0,0
259_stackoverflow,1,0,0,0
26_chatgpt,1,0,0,0
26_gemini,1,0,0,0
26_stackoverflow,6,0,0,0
260_chatgpt,1,0,0,0
260_stackoverflow,4,1,2,0
261_chatgpt,2,0,0,0
262_chatgpt,1,0,0,0
262_stackoverflow,1,1,0,1
263_chatgpt,2,0,0,0
263_chatgpt2025,2,0,0,0
263_deepseek,2,2,2,2
263_stackoverflow,1,0,0,0
264_chatgpt,1,1,0,1
265_chatgpt2025,1,0,0,0
265_deepseek,1,0,0,0
265_gemini,2,0,0,0
266_gemini,2,0,0,0
266_stackoverflow,1,0,0,0
267_stackoverflow,3,2,0,0
268_stackoverflow,4,1,1,2
269_chatgpt,2,2,2,0
269_chatgpt2025,2,2,2,2
269_deepseek,2,2,2,0
269_gemini,2,0,0,0
269_stackoverflow,1,2,0,0
27_chatgpt,1,0,0,0
27_gemini,1,0,0,0
27_stackoverflow,1,0,2,0
271_chatgpt,1,1,1,0
271_chatgpt2025,1,0,0,0
271_deepseek,1,0,1,0
271_gemini,1,1,1,1
271_stackoverflow,1,2,0,0
272_stackoverflow,1,0,0,0
273_chatgpt,2,0,0,3
273_chatgpt2025,2,0,0,3
273_deepseek,2,2,0,2
273_stackoverflow,1,0,0,0
274_chatgpt2025,2,0,0,0
274_deepseek,3,0,0,0
274_gemini,3,0,0,0
276_deepseek,1,0,0,0
276_stackoverflow,3,2,2,2
277_deepseek,2,0,1,2
277_stackoverflow,2,0,1,0
278_chatgpt2025,2,2,2,1
278_stackoverflow,2,0,0,2
279_deepseek,1,0,0,0
279_gemini,1,0,0,0
279_stackoverflow,1,0,0,0
28_chatgpt2025,1,0,0,0
28_gemini,1,0,0,0
28_stackoverflow,3,0,0,0
281_deepseek,2,0,0,0
281_stackoverflow,2,0,0,0
283_chatgpt2025,2,2,2,0
284_deepseek,2,2,0,2
284_stackoverflow,6,1,1,1
285_gemini,1,0,0,0
285_stackoverflow,1,0,0,0
286_gemini,1,0,0,0
286_stackoverflow,2,0,0,0
287_chatgpt,6,0,0,0
287_stackoverflow,1,4,2,0
288_deepseek,2,0,0,0
288_gemini,1,1,1,1
29_chatgpt2025,2,0,0,0
29_deepseek,3,0,0,0
29_gemini,1,0,0,0
29_stackoverflow,6,1,1,0
290_stackoverflow,2,0,0,0
291_stackoverflow,2,0,0,0
293_stackoverflow,3,0,0,0
294_deepseek,1,1,0,1
294_gemini,1,0,0,0
294_stackoverflow,3,0,0,0
295_chatgpt2025,3,0,0,0
295_gemini,2,0,0,0
295_stackoverflow,2,0,0,0
297_deepseek,2,0,0,1
297_gemini,2,0,0,0
298_chatgpt,2,0,0,0
298_deepseek,1,0,0,0
299_chatgpt,2,1,1,1
299_chatgpt2025,2,1,1,1
299_deepseek,2,1,1,1
299_gemini,1,1,1,1
299_stackoverflow,2,1,2,1
3_stackoverflow,3,3,0,2
30_chatgpt,3,1,0,1
30_deepseek,1,0,0,0
30_gemini,1,0,0,0
30_stackoverflow,1,0,0,0
300_chatgpt2025,1,0,0,0
302_gemini,2,1,0,0
302_stackoverflow,1,0,0,0
303_gemini,1,0,0,0
304_gemini,1,0,0,0
304_stackoverflow,2,1,0,0
306_chatgpt2025,1,2,2,0
306_deepseek,2,0,0,1
306_stackoverflow,1,1,0,1
307_stackoverflow,3,0,0,2
308_stackoverflow,2,0,0,2
309_chatgpt,2,2,2,2
309_chatgpt2025,2,2,0,3
309_deepseek,3,0,0,0
309_gemini,2,0,0,1
311_stackoverflow,1,0,0,0
312_gemini,1,0,0,0
312_stackoverflow,2,0,0,0
313_chatgpt,1,0,0,0
313_stackoverflow,3,0,0,3
314_deepseek,2,0,0,0
314_stackoverflow,2,0,0,0
316_stackoverflow,2,0,0,0
318_stackoverflow,2,2,0,0
319_chatgpt2025,2,0,0,0
319_gemini,1,0,0,0
32_deepseek,1,0,0,0
320_gemini,1,0,0,0
320_stackoverflow,3,0,0,1
321_chatgpt,1,1,0,0
321_gemini,2,0,0,0
321_stackoverflow,3,2,0,0
324_stackoverflow,1,0,0,0
325_chatgpt,1,0,0,0
325_chatgpt2025,1,0,0,0
325_deepseek,1,0,0,0
325_gemini,2,1,1,0
325_stackoverflow,5,0,0,0
326_stackoverflow,1,0,0,0
327_stackoverflow,1,0,0,0
328_chatgpt2025,2,0,0,0
328_deepseek,3,0,0,0
329_chatgpt2025,1,0,0,0
329_deepseek,1,0,0,0
329_gemini,2,0,0,0
329_stackoverflow,4,1,1,1
33_chatgpt,2,0,0,0
33_chatgpt2025,2,0,0,0
33_stackoverflow,4,1,1,0
330_chatgpt,1,0,1,0
330_gemini,2,0,0,0
331_stackoverflow,2,0,0,0
333_gemini,1,0,0,0
334_gemini,2,0,0,0
335_chatgpt,3,0,0,0
335_deepseek,2,0,0,0
336_chatgpt2025,1,0,0,0
336_deepseek,1,0,0,0
336_stackoverflow,1,0,0,0
337_stackoverflow,3,0,0,0
338_chatgpt2025,1,0,0,0
338_gemini,1,0,0,0
338_stackoverflow,4,0,0,0
339_stackoverflow,1,1,1,0
34_stackoverflow,3,0,0,0
340_stackoverflow,2,0,2,2
341_chatgpt2025,2,1,0,1
341_deepseek,2,0,0,0
341_stackoverflow,3,0,0,0
342_deepseek,1,0,0,0
342_gemini,1,2,0,0
342_stackoverflow,1,0,1,1
343_stackoverflow,2,2,2,2
344_deepseek,2,0,0,0
346_deepseek,2,2,2,2
346_stackoverflow,1,0,0,0
347_chatgpt,2,0,0,0
347_chatgpt2025,2,0,0,0
347_deepseek,1,0,0,0
347_gemini,2,0,0,0
347_stackoverflow,2,0,0,0
349_stackoverflow,3,2,0,0
35_chatgpt2025,1,0,0,0
35_stackoverflow,1,0,0,0
350_chatgpt,2,0,0,0
350_chatgpt2025,2,1,0,1
350_deepseek,2,1,2,0
350_gemini,1,1,0,1
350_stackoverflow,2,1,1,1
351_deepseek,2,1,0,1
351_stackoverflow,3,1,0,0
352_gemini,1,1,0,0
352_stackoverflow,2,1,0,0
353_stackoverflow,1,0,0,0
354_gemini,1,0,0,0
356_chatgpt2025,2,0,0,0
356_stackoverflow,4,0,0,0
357_chatgpt,2,0,0,0
357_deepseek,2,0,0,0
357_stackoverflow,2,0,0,0
36_gemini,1,0,0,0
36_stackoverflow,2,0,0,0
38_chatgpt,1,0,0,0
38_chatgpt2025,2,2,0,1
38_deepseek,2,1,2,0
38_gemini,3,1,2,0
39_chatgpt,1,0,0,0
39_deepseek,3,0,0,0
39_stackoverflow,4,0,0,0
4_stackoverflow,1,1,0,0
41_deepseek,1,0,0,0
41_gemini,2,1,0,0
41_stackoverflow,1,1,1,1
43_chatgpt2025,2,0,0,0
43_deepseek,2,0,0,0
45_stackoverflow,3,2,0,0
46_chatgpt,3,1,1,1
46_gemini,1,2,2,2
46_stackoverflow,4,0,0,1
47_stackoverflow,2,0,0,0
48_chatgpt,1,0,0,0
48_chatgpt2025,1,0,0,0
48_deepseek,2,0,0,0
48_gemini,2,0,0,0
48_stackoverflow,3,3,1,0
5_chatgpt,4,0,1,1
5_chatgpt2025,2,1,1,1
5_deepseek,2,1,1,0
5_gemini,2,1,1,1
50_chatgpt,1,0,0,0
50_deepseek,1,1,1,0
51_chatgpt2025,1,0,0,0
51_deepseek,3,1,0,0
51_gemini,1,0,0,0
52_chatgpt2025,3,0,0,0
52_deepseek,1,0,0,0
53_chatgpt,2,0,0,0
53_chatgpt2025,1,0,0,0
53_stackoverflow,2,0,0,0
55_deepseek,2,1,0,2
55_stackoverflow,1,0,0,1
56_chatgpt2025,1,0,0,0
56_deepseek,1,0,0,0
56_stackoverflow,2,2,0,2
57_deepseek,2,0,0,0
57_stackoverflow,2,1,1,0
58_chatgpt,2,0,0,0
59_chatgpt,1,0,0,0
59_stackoverflow,3,0,0,0
6_chatgpt2025,1,1,0,0
6_deepseek,1,1,0,0
6_gemini,1,0,0,0
60_chatgpt,2,0,0,0
61_deepseek,2,2,0,2
61_stackoverflow,1,0,0,0
63_chatgpt2025,1,0,0,0
63_deepseek,1,0,0,0
63_gemini,1,0,0,0
63_stackoverflow,3,0,0,0
64_chatgpt,1,0,0,0
64_stackoverflow,1,0,0,0
65_stackoverflow,2,0,2,0
66_chatgpt,1,0,0,0
66_stackoverflow,4,0,0,0
67_stackoverflow,3,0,0,0
68_chatgpt2025,2,2,0,2
68_deepseek,2,2,2,2
68_stackoverflow,1,0,0,0
69_deepseek,2,0,0,0
70_stackoverflow,3,2,2,0
71_stackoverflow,3,3,0,1
72_stackoverflow,2,2,2,2
74_chatgpt2025,1,0,0,0
74_stackoverflow,1,0,0,0
75_chatgpt,2,2,2,2
75_deepseek,2,0,0,0
75_stackoverflow,4,2,2,2
76_gemini,1,0,0,0
76_stackoverflow,2,0,0,0
8_chatgpt,1,0,0,0
8_gemini,6,3,2,1
80_stackoverflow,2,0,0,0
81_stackoverflow,2,2,2,0
83_stackoverflow,1,0,0,0
84_gemini,2,0,0,0
85_deepseek,1,0,0,0
85_stackoverflow,2,0,0,0
87_gemini,1,0,0,0
88_chatgpt,2,1,1,0
88_chatgpt2025,1,1,1,1
88_deepseek,1,1,1,0
88_gemini,1,1,1,0
88_stackoverflow,7,2,2,2
9_deepseek,1,0,0,0
9_stackoverflow,2,2,0,1
90_chatgpt,2,2,2,2
90_deepseek,2,2,2,2
91_deepseek,1,0,0,0
91_stackoverflow,1,0,0,2
92_stackoverflow,2,0,0,0
93_chatgpt2025,1,0,0,0
93_gemini,1,0,0,0
93_stackoverflow,1,0,0,0
94_chatgpt,2,0,0,0
94_gemini,3,0,0,0
94_stackoverflow,3,0,0,0
95_chatgpt2025,2,0,0,0
95_stackoverflow,1,0,0,0
96_stackoverflow,3,0,0,2
97_chatgpt2025,1,0,0,0
97_gemini,2,0,1,0
97_stackoverflow,2,0,0,0
