query_id_llm,before,chatgpt_remaining,deepseek_remaining,gemini_remaining,chatgpt_status,deepseek_status,gemini_status
129_chatgpt,1,0,0,0,corrected,corrected,corrected
129_chatgpt2025,1,0,0,0,corrected,corrected,corrected
129_deepseek,1,0,0,0,corrected,corrected,corrected
129_gemini,1,0,0,0,corrected,corrected,corrected
129_stackoverflow,1,0,0,0,corrected,corrected,corrected
13_chatgpt,2,0,0,0,corrected,corrected,corrected
13_chatgpt2025,2,0,0,0,corrected,corrected,corrected
13_deepseek,2,0,0,0,corrected,corrected,corrected
13_gemini,2,0,0,0,corrected,corrected,corrected
13_stackoverflow,2,0,0,0,corrected,corrected,corrected
131_chatgpt2025,2,2,0,1,not_corrected,corrected,not_corrected
131_deepseek,2,2,0,3,not_corrected,corrected,not_corrected
131_gemini,2,1,0,1,not_corrected,corrected,not_corrected
133_deepseek,1,0,0,0,corrected,corrected,corrected
133_gemini,1,0,0,0,corrected,corrected,corrected
133_stackoverflow,17,17,7,5,not_corrected,not_corrected,not_corrected
135_stackoverflow,1,0,0,0,corrected,corrected,corrected
136_stackoverflow,1,0,0,0,corrected,corrected,corrected
137_chatgpt,2,0,0,0,corrected,corrected,corrected
137_stackoverflow,2,0,0,0,corrected,corrected,corrected
138_chatgpt2025,1,0,0,0,corrected,corrected,corrected
138_deepseek,1,0,0,0,corrected,corrected,corrected
139_chatgpt,1,0,0,0,corrected,corrected,corrected
139_gemini,1,0,0,0,corrected,corrected,corrected
139_stackoverflow,1,1,1,1,not_corrected,not_corrected,not_corrected
141_chatgpt2025,1,0,0,0,corrected,corrected,corrected
141_stackoverflow,2,0,0,0,corrected,corrected,corrected
142_chatgpt,1,0,0,0,corrected,corrected,corrected
143_stackoverflow,1,0,0,0,corrected,corrected,corrected
144_deepseek,2,0,0,0,corrected,corrected,corrected
144_gemini,2,0,0,0,corrected,corrected,corrected
146_chatgpt,2,0,0,0,corrected,corrected,corrected
146_chatgpt2025,1,0,0,0,corrected,corrected,corrected
146_deepseek,1,0,0,0,corrected,corrected,corrected
146_stackoverflow,2,2,0,2,not_corrected,corrected,not_corrected
147_chatgpt,3,0,0,2,corrected,corrected,not_corrected
147_stackoverflow,1,0,0,0,corrected,corrected,corrected
148_chatgpt,3,0,2,0,corrected,not_corrected,corrected
148_deepseek,3,1,1,1,not_corrected,not_corrected,not_corrected
148_gemini,2,1,1,1,not_corrected,not_corrected,not_corrected
148_stackoverflow,2,2,2,1,not_corrected,not_corrected,not_corrected
149_chatgpt,1,0,0,0,corrected,corrected,corrected
149_deepseek,1,0,0,0,corrected,corrected,corrected
149_stackoverflow,4,0,1,0,corrected,not_corrected,corrected
15_chatgpt,2,0,0,0,corrected,corrected,corrected
15_stackoverflow,2,0,0,2,corrected,corrected,not_corrected
150_chatgpt,1,0,0,0,corrected,corrected,corrected
150_gemini,1,0,0,0,corrected,corrected,corrected
150_stackoverflow,2,0,0,0,corrected,corrected,corrected
151_chatgpt2025,2,0,0,2,corrected,corrected,not_corrected
151_deepseek,2,0,0,0,corrected,corrected,corrected
151_stackoverflow,2,0,0,0,corrected,corrected,corrected
153_stackoverflow,2,0,0,0,corrected,corrected,corrected
154_chatgpt,2,2,0,0,not_corrected,corrected,corrected
154_stackoverflow,2,0,0,0,corrected,corrected,corrected
157_deepseek,1,1,1,0,not_corrected,not_corrected,corrected
157_gemini,1,1,1,0,not_corrected,not_corrected,corrected
157_stackoverflow,2,0,0,0,corrected,corrected,corrected
158_chatgpt,3,0,2,0,corrected,not_corrected,corrected
158_chatgpt2025,3,0,0,0,corrected,corrected,corrected
158_deepseek,2,0,0,1,corrected,corrected,not_corrected
158_stackoverflow,2,0,0,0,corrected,corrected,corrected
159_chatgpt,3,2,2,2,not_corrected,not_corrected,not_corrected
159_chatgpt2025,2,2,2,2,not_corrected,not_corrected,not_corrected
159_deepseek,2,2,2,2,not_corrected,not_corrected,not_corrected
159_stackoverflow,2,1,0,1,not_corrected,corrected,not_corrected
16_chatgpt2025,2,0,0,0,corrected,corrected,corrected
16_deepseek,2,0,0,0,corrected,corrected,corrected
16_gemini,1,0,0,0,corrected,corrected,corrected
16_stackoverflow,1,0,0,0,corrected,corrected,corrected
160_deepseek,1,0,0,0,corrected,corrected,corrected
160_stackoverflow,2,0,0,1,corrected,corrected,not_corrected
162_chatgpt,1,0,0,0,corrected,corrected,corrected
162_chatgpt2025,1,0,0,0,corrected,corrected,corrected
162_deepseek,2,0,0,0,corrected,corrected,corrected
162_gemini,1,0,0,0,corrected,corrected,corrected
162_stackoverflow,1,0,0,0,corrected,corrected,corrected
163_chatgpt,2,2,2,2,not_corrected,not_corrected,not_corrected
163_chatgpt2025,2,2,2,2,not_corrected,not_corrected,not_corrected
163_deepseek,2,0,0,1,corrected,corrected,not_corrected
163_stackoverflow,2,1,0,1,not_corrected,corrected,not_corrected
164_stackoverflow,2,1,0,0,not_corrected,corrected,corrected
167_chatgpt2025,2,0,0,0,corrected,corrected,corrected
168_chatgpt,1,0,0,0,corrected,corrected,corrected
168_chatgpt2025,2,2,2,2,not_corrected,not_corrected,not_corrected
168_stackoverflow,2,1,0,1,not_corrected,corrected,not_corrected
169_gemini,1,1,0,1,not_corrected,corrected,not_corrected
170_stackoverflow,3,0,0,0,corrected,corrected,corrected
171_deepseek,2,2,0,0,not_corrected,corrected,corrected
172_chatgpt,1,0,0,0,corrected,corrected,corrected
172_chatgpt2025,2,0,0,0,corrected,corrected,corrected
172_deepseek,2,0,0,0,corrected,corrected,corrected
173_chatgpt,3,0,2,0,corrected,not_corrected,corrected
173_gemini,1,0,0,0,corrected,corrected,corrected
173_stackoverflow,1,0,0,0,corrected,corrected,corrected
174_stackoverflow,2,0,0,0,corrected,corrected,corrected
175_stackoverflow,2,0,0,0,corrected,corrected,corrected
176_chatgpt,1,0,0,0,corrected,corrected,corrected
176_chatgpt2025,1,0,0,0,corrected,corrected,corrected
176_gemini,1,0,0,0,corrected,corrected,corrected
176_stackoverflow,2,0,0,0,corrected,corrected,corrected
178_deepseek,4,0,0,0,corrected,corrected,corrected
178_stackoverflow,2,0,0,0,corrected,corrected,corrected
179_chatgpt,2,0,0,0,corrected,corrected,corrected
179_stackoverflow,2,2,0,0,not_corrected,corrected,corrected
18_stackoverflow,2,0,0,0,corrected,corrected,corrected
180_chatgpt,1,0,0,0,corrected,corrected,corrected
180_stackoverflow,2,0,0,0,corrected,corrected,corrected
181_chatgpt,1,2,0,2,not_corrected,corrected,not_corrected
181_deepseek,1,0,0,0,corrected,corrected,corrected
182_chatgpt,2,2,2,2,not_corrected,not_corrected,not_corrected
182_stackoverflow,1,0,0,1,corrected,corrected,not_corrected
183_chatgpt,2,2,0,0,not_corrected,corrected,corrected
183_chatgpt2025,1,0,0,0,corrected,corrected,corrected
183_gemini,1,0,0,0,corrected,corrected,corrected
183_stackoverflow,3,0,2,0,corrected,not_corrected,corrected
185_gemini,2,0,0,0,corrected,corrected,corrected
186_chatgpt2025,1,0,0,0,corrected,corrected,corrected
186_gemini,2,2,0,0,not_corrected,corrected,corrected
188_deepseek,1,0,0,0,corrected,corrected,corrected
188_stackoverflow,2,2,2,1,not_corrected,not_corrected,not_corrected
19_stackoverflow,2,0,0,0,corrected,corrected,corrected
190_chatgpt2025,2,1,1,1,not_corrected,not_corrected,not_corrected
190_deepseek,3,1,1,0,not_corrected,not_corrected,corrected
190_gemini,1,1,1,1,not_corrected,not_corrected,not_corrected
191_chatgpt,2,0,1,0,corrected,not_corrected,corrected
191_chatgpt2025,2,1,1,1,not_corrected,not_corrected,not_corrected
191_deepseek,2,1,1,1,not_corrected,not_corrected,not_corrected
192_chatgpt2025,1,0,0,0,corrected,corrected,corrected
192_deepseek,1,0,0,0,corrected,corrected,corrected
192_stackoverflow,2,0,0,0,corrected,corrected,corrected
194_chatgpt,3,0,0,0,corrected,corrected,corrected
194_chatgpt2025,1,0,0,0,corrected,corrected,corrected
194_deepseek,1,0,1,0,corrected,not_corrected,corrected
194_gemini,1,0,0,0,corrected,corrected,corrected
194_stackoverflow,3,2,2,0,not_corrected,not_corrected,corrected
195_chatgpt2025,2,0,0,1,corrected,corrected,not_corrected
195_deepseek,2,0,0,0,corrected,corrected,corrected
195_stackoverflow,2,0,0,0,corrected,corrected,corrected
196_chatgpt,2,0,0,0,corrected,corrected,corrected
196_chatgpt2025,2,0,0,0,corrected,corrected,corrected
197_chatgpt,2,1,2,1,not_corrected,not_corrected,not_corrected
197_chatgpt2025,2,1,1,1,not_corrected,not_corrected,not_corrected
197_deepseek,2,1,0,1,not_corrected,corrected,not_corrected
197_stackoverflow,4,2,1,0,not_corrected,not_corrected,corrected
198_gemini,1,0,0,0,corrected,corrected,corrected
198_stackoverflow,2,0,0,0,corrected,corrected,corrected
199_chatgpt,1,0,0,0,corrected,corrected,corrected
2_chatgpt,1,0,0,0,corrected,corrected,corrected
2_stackoverflow,1,0,0,0,corrected,corrected,corrected
20_deepseek,2,0,0,2,corrected,corrected,not_corrected
201_chatgpt,1,1,1,1,not_corrected,not_corrected,not_corrected
201_chatgpt2025,1,1,1,0,not_corrected,not_corrected,corrected
201_deepseek,1,1,1,1,not_corrected,not_corrected,not_corrected
201_gemini,2,0,0,0,corrected,corrected,corrected
201_stackoverflow,1,0,0,0,corrected,corrected,corrected
202_chatgpt,2,0,0,0,corrected,corrected,corrected
202_stackoverflow,3,0,1,0,corrected,not_corrected,corrected
203_chatgpt,1,0,0,0,corrected,corrected,corrected
203_stackoverflow,1,0,0,0,corrected,corrected,corrected
204_stackoverflow,1,0,0,0,corrected,corrected,corrected
205_chatgpt,2,0,0,0,corrected,corrected,corrected
205_gemini,1,0,0,0,corrected,corrected,corrected
205_stackoverflow,1,2,2,2,not_corrected,not_corrected,not_corrected
206_stackoverflow,1,0,0,0,corrected,corrected,corrected
207_chatgpt2025,2,1,0,1,not_corrected,corrected,not_corrected
208_stackoverflow,2,0,0,0,corrected,corrected,corrected
210_gemini,1,1,0,0,not_corrected,corrected,corrected
210_stackoverflow,2,0,0,0,corrected,corrected,corrected
212_chatgpt,1,1,1,0,not_corrected,not_corrected,corrected
212_chatgpt2025,1,1,1,0,not_corrected,not_corrected,corrected
212_deepseek,2,0,0,0,corrected,corrected,corrected
212_stackoverflow,2,0,0,0,corrected,corrected,corrected
215_chatgpt2025,1,0,0,0,corrected,corrected,corrected
215_gemini,2,0,0,0,corrected,corrected,corrected
215_stackoverflow,2,0,0,0,corrected,corrected,corrected
217_chatgpt,4,2,2,0,not_corrected,not_corrected,corrected
217_gemini,1,0,0,0,corrected,corrected,corrected
217_stackoverflow,2,0,0,2,corrected,corrected,not_corrected
218_chatgpt,1,0,0,0,corrected,corrected,corrected
218_gemini,1,0,0,0,corrected,corrected,corrected
218_stackoverflow,1,0,0,0,corrected,corrected,corrected
219_stackoverflow,1,0,0,0,corrected,corrected,corrected
220_chatgpt,1,0,0,0,corrected,corrected,corrected
220_deepseek,2,1,1,1,not_corrected,not_corrected,not_corrected
220_gemini,2,1,1,1,not_corrected,not_corrected,not_corrected
220_stackoverflow,1,0,0,0,corrected,corrected,corrected
221_gemini,4,0,0,0,corrected,corrected,corrected
221_stackoverflow,1,0,0,0,corrected,corrected,corrected
222_deepseek,1,0,0,0,corrected,corrected,corrected
222_stackoverflow,1,0,0,0,corrected,corrected,corrected
224_chatgpt,1,0,0,0,corrected,corrected,corrected
224_deepseek,2,0,0,0,corrected,corrected,corrected
224_stackoverflow,2,0,0,0,corrected,corrected,corrected
225_deepseek,2,0,0,0,corrected,corrected,corrected
225_stackoverflow,1,1,0,0,not_corrected,corrected,corrected
226_chatgpt,4,0,2,0,corrected,not_corrected,corrected
226_chatgpt2025,2,0,0,0,corrected,corrected,corrected
226_deepseek,2,0,0,0,corrected,corrected,corrected
226_gemini,1,0,0,0,corrected,corrected,corrected
227_stackoverflow,3,2,2,2,not_corrected,not_corrected,not_corrected
228_chatgpt,2,2,0,2,not_corrected,corrected,not_corrected
228_stackoverflow,1,0,0,0,corrected,corrected,corrected
229_chatgpt,2,0,0,0,corrected,corrected,corrected
229_stackoverflow,1,0,0,0,corrected,corrected,corrected
23_chatgpt2025,2,0,0,0,corrected,corrected,corrected
23_deepseek,2,0,0,0,corrected,corrected,corrected
23_gemini,3,0,0,0,corrected,corrected,corrected
23_stackoverflow,2,2,0,0,not_corrected,corrected,corrected
231_deepseek,2,2,2,2,not_corrected,not_corrected,not_corrected
231_gemini,1,0,0,0,corrected,corrected,corrected
231_stackoverflow,2,0,0,0,corrected,corrected,corrected
232_chatgpt,3,0,2,2,corrected,not_corrected,not_corrected
232_gemini,1,0,0,0,corrected,corrected,corrected
232_stackoverflow,1,0,0,0,corrected,corrected,corrected
233_chatgpt,2,0,0,1,corrected,corrected,not_corrected
233_deepseek,1,0,0,0,corrected,corrected,corrected
236_chatgpt2025,1,0,0,0,corrected,corrected,corrected
236_stackoverflow,3,0,1,0,corrected,not_corrected,corrected
238_deepseek,1,0,0,0,corrected,corrected,corrected
240_gemini,2,1,0,0,not_corrected,corrected,corrected
240_stackoverflow,1,1,1,2,not_corrected,not_corrected,not_corrected
241_deepseek,2,0,0,0,corrected,corrected,corrected
241_stackoverflow,1,0,0,0,corrected,corrected,corrected
242_chatgpt2025,2,0,2,0,corrected,not_corrected,corrected
242_gemini,1,0,0,0,corrected,corrected,corrected
242_stackoverflow,1,2,0,0,not_corrected,corrected,corrected
243_chatgpt,2,0,0,0,corrected,corrected,corrected
245_stackoverflow,3,0,0,0,corrected,corrected,corrected
247_gemini,2,0,0,1,corrected,corrected,not_corrected
247_stackoverflow,4,0,0,0,corrected,corrected,corrected
248_deepseek,2,2,0,2,not_corrected,corrected,not_corrected
248_gemini,2,0,0,0,corrected,corrected,corrected
248_stackoverflow,2,2,2,2,not_corrected,not_corrected,not_corrected
249_deepseek,1,0,0,0,corrected,corrected,corrected
249_gemini,1,0,0,0,corrected,corrected,corrected
249_stackoverflow,2,2,2,2,not_corrected,not_corrected,not_corrected
25_gemini,2,0,0,0,corrected,corrected,corrected
25_stackoverflow,2,0,0,0,corrected,corrected,corrected
250_chatgpt,1,1,1,0,not_corrected,not_corrected,corrected
250_deepseek,1,0,0,0,corrected,corrected,corrected
250_gemini,1,0,0,0,corrected,corrected,corrected
250_stackoverflow,3,0,0,0,corrected,corrected,corrected
251_chatgpt,2,0,0,0,corrected,corrected,corrected
251_gemini,1,1,0,0,not_corrected,corrected,corrected
251_stackoverflow,2,0,0,0,corrected,corrected,corrected
252_chatgpt,2,0,0,0,corrected,corrected,corrected
252_deepseek,2,2,0,2,not_corrected,corrected,not_corrected
252_stackoverflow,3,0,0,0,corrected,corrected,corrected
253_deepseek,1,0,0,0,corrected,corrected,corrected
253_stackoverflow,1,0,0,0,corrected,corrected,corrected
254_deepseek,1,1,1,1,not_corrected,not_corrected,not_corrected
254_gemini,1,0,0,0,corrected,corrected,corrected
254_stackoverflow,1,0,0,0,corrected,corrected,corrected
256_stackoverflow,2,0,0,0,corrected,corrected,corrected
257_deepseek,1,0,0,0,corrected,corrected,corrected
257_gemini,1,0,0,0,corrected,corrected,corrected
258_chatgpt,2,2,2,2,not_corrected,not_corrected,not_corrected
258_stackoverflow,2,0,0,0,corrected,corrected,corrected
259_stackoverflow,1,0,0,0,corrected,corrected,corrected
26_chatgpt,1,0,0,0,corrected,corrected,corrected
26_gemini,1,0,0,0,corrected,corrected,corrected
26_stackoverflow,6,0,0,0,corrected,corrected,corrected
260_chatgpt,1,0,0,0,corrected,corrected,corrected
260_stackoverflow,4,1,2,0,not_corrected,not_corrected,corrected
261_chatgpt,2,0,0,0,corrected,corrected,corrected
262_chatgpt,1,0,0,0,corrected,corrected,corrected
262_stackoverflow,1,1,0,1,not_corrected,corrected,not_corrected
263_chatgpt,2,0,0,0,corrected,corrected,corrected
263_chatgpt2025,2,0,0,0,corrected,corrected,corrected
263_deepseek,2,2,2,2,not_corrected,not_corrected,not_corrected
263_stackoverflow,1,0,0,0,corrected,corrected,corrected
264_chatgpt,1,1,0,1,not_corrected,corrected,not_corrected
265_chatgpt2025,1,0,0,0,corrected,corrected,corrected
265_deepseek,1,0,0,0,corrected,corrected,corrected
265_gemini,2,0,0,0,corrected,corrected,corrected
266_gemini,2,0,0,0,corrected,corrected,corrected
266_stackoverflow,1,0,0,0,corrected,corrected,corrected
267_stackoverflow,3,2,0,0,not_corrected,corrected,corrected
268_stackoverflow,4,1,1,2,not_corrected,not_corrected,not_corrected
269_chatgpt,2,2,2,0,not_corrected,not_corrected,corrected
269_chatgpt2025,2,2,2,2,not_corrected,not_corrected,not_corrected
269_deepseek,2,2,2,0,not_corrected,not_corrected,corrected
269_gemini,2,0,0,0,corrected,corrected,corrected
269_stackoverflow,1,2,0,0,not_corrected,corrected,corrected
27_chatgpt,1,0,0,0,corrected,corrected,corrected
27_gemini,1,0,0,0,corrected,corrected,corrected
27_stackoverflow,1,0,2,0,corrected,not_corrected,corrected
271_chatgpt,1,1,1,0,not_corrected,not_corrected,corrected
271_chatgpt2025,1,0,0,0,corrected,corrected,corrected
271_deepseek,1,0,1,0,corrected,not_corrected,corrected
271_gemini,1,1,1,1,not_corrected,not_corrected,not_corrected
271_stackoverflow,1,2,0,0,not_corrected,corrected,corrected
272_stackoverflow,1,0,0,0,corrected,corrected,corrected
273_chatgpt,2,0,0,3,corrected,corrected,not_corrected
273_chatgpt2025,2,0,0,3,corrected,corrected,not_corrected
273_deepseek,2,2,0,2,not_corrected,corrected,not_corrected
273_stackoverflow,1,0,0,0,corrected,corrected,corrected
274_chatgpt2025,2,0,0,0,corrected,corrected,corrected
274_deepseek,3,0,0,0,corrected,corrected,corrected
274_gemini,3,0,0,0,corrected,corrected,corrected
276_deepseek,1,0,0,0,corrected,corrected,corrected
276_stackoverflow,3,2,2,2,not_corrected,not_corrected,not_corrected
277_deepseek,2,0,1,2,corrected,not_corrected,not_corrected
277_stackoverflow,2,0,1,0,corrected,not_corrected,corrected
278_chatgpt2025,2,2,2,1,not_corrected,not_corrected,not_corrected
278_stackoverflow,2,0,0,2,corrected,corrected,not_corrected
279_deepseek,1,0,0,0,corrected,corrected,corrected
279_gemini,1,0,0,0,corrected,corrected,corrected
279_stackoverflow,1,0,0,0,corrected,corrected,corrected
28_chatgpt2025,1,0,0,0,corrected,corrected,corrected
28_gemini,1,0,0,0,corrected,corrected,corrected
28_stackoverflow,3,0,0,0,corrected,corrected,corrected
281_deepseek,2,0,0,0,corrected,corrected,corrected
281_stackoverflow,2,0,0,0,corrected,corrected,corrected
283_chatgpt2025,2,2,2,0,not_corrected,not_corrected,corrected
284_deepseek,2,2,0,2,not_corrected,corrected,not_corrected
284_stackoverflow,6,1,1,1,not_corrected,not_corrected,not_corrected
285_gemini,1,0,0,0,corrected,corrected,corrected
285_stackoverflow,1,0,0,0,corrected,corrected,corrected
286_gemini,1,0,0,0,corrected,corrected,corrected
286_stackoverflow,2,0,0,0,corrected,corrected,corrected
287_chatgpt,6,0,0,0,corrected,corrected,corrected
287_stackoverflow,1,4,2,0,not_corrected,not_corrected,corrected
288_deepseek,2,0,0,0,corrected,corrected,corrected
288_gemini,1,1,1,1,not_corrected,not_corrected,not_corrected
29_chatgpt2025,2,0,0,0,corrected,corrected,corrected
29_deepseek,3,0,0,0,corrected,corrected,corrected
29_gemini,1,0,0,0,corrected,corrected,corrected
29_stackoverflow,6,1,1,0,not_corrected,not_corrected,corrected
290_stackoverflow,2,0,0,0,corrected,corrected,corrected
291_stackoverflow,2,0,0,0,corrected,corrected,corrected
293_stackoverflow,3,0,0,0,corrected,corrected,corrected
294_deepseek,1,1,0,1,not_corrected,corrected,not_corrected
294_gemini,1,0,0,0,corrected,corrected,corrected
294_stackoverflow,3,0,0,0,corrected,corrected,corrected
295_chatgpt2025,3,0,0,0,corrected,corrected,corrected
295_gemini,2,0,0,0,corrected,corrected,corrected
295_stackoverflow,2,0,0,0,corrected,corrected,corrected
297_deepseek,2,0,0,1,corrected,corrected,not_corrected
297_gemini,2,0,0,0,corrected,corrected,corrected
298_chatgpt,2,0,0,0,corrected,corrected,corrected
298_deepseek,1,0,0,0,corrected,corrected,corrected
299_chatgpt,2,1,1,1,not_corrected,not_corrected,not_corrected
299_chatgpt2025,2,1,1,1,not_corrected,not_corrected,not_corrected
299_deepseek,2,1,1,1,not_corrected,not_corrected,not_corrected
299_gemini,1,1,1,1,not_corrected,not_corrected,not_corrected
299_stackoverflow,2,1,2,1,not_corrected,not_corrected,not_corrected
3_stackoverflow,3,3,0,2,not_corrected,corrected,not_corrected
30_chatgpt,3,1,0,1,not_corrected,corrected,not_corrected
30_deepseek,1,0,0,0,corrected,corrected,corrected
30_gemini,1,0,0,0,corrected,corrected,corrected
30_stackoverflow,1,0,0,0,corrected,corrected,corrected
300_chatgpt2025,1,0,0,0,corrected,corrected,corrected
302_gemini,2,1,0,0,not_corrected,corrected,corrected
302_stackoverflow,1,0,0,0,corrected,corrected,corrected
303_gemini,1,0,0,0,corrected,corrected,corrected
304_gemini,1,0,0,0,corrected,corrected,corrected
304_stackoverflow,2,1,0,0,not_corrected,corrected,corrected
306_chatgpt2025,1,2,2,0,not_corrected,not_corrected,corrected
306_deepseek,2,0,0,1,corrected,corrected,not_corrected
306_stackoverflow,1,1,0,1,not_corrected,corrected,not_corrected
307_stackoverflow,3,0,0,2,corrected,corrected,not_corrected
308_stackoverflow,2,0,0,2,corrected,corrected,not_corrected
309_chatgpt,2,2,2,2,not_corrected,not_corrected,not_corrected
309_chatgpt2025,2,2,0,3,not_corrected,corrected,not_corrected
309_deepseek,3,0,0,0,corrected,corrected,corrected
309_gemini,2,0,0,1,corrected,corrected,not_corrected
311_stackoverflow,1,0,0,0,corrected,corrected,corrected
312_gemini,1,0,0,0,corrected,corrected,corrected
312_stackoverflow,2,0,0,0,corrected,corrected,corrected
313_chatgpt,1,0,0,0,corrected,corrected,corrected
313_stackoverflow,3,0,0,3,corrected,corrected,not_corrected
314_deepseek,2,0,0,0,corrected,corrected,corrected
314_stackoverflow,2,0,0,0,corrected,corrected,corrected
316_stackoverflow,2,0,0,0,corrected,corrected,corrected
318_stackoverflow,2,2,0,0,not_corrected,corrected,corrected
319_chatgpt2025,2,0,0,0,corrected,corrected,corrected
319_gemini,1,0,0,0,corrected,corrected,corrected
32_deepseek,1,0,0,0,corrected,corrected,corrected
320_gemini,1,0,0,0,corrected,corrected,corrected
320_stackoverflow,3,0,0,1,corrected,corrected,not_corrected
321_chatgpt,1,1,0,0,not_corrected,corrected,corrected
321_gemini,2,0,0,0,corrected,corrected,corrected
321_stackoverflow,3,2,0,0,not_corrected,corrected,corrected
324_stackoverflow,1,0,0,0,corrected,corrected,corrected
325_chatgpt,1,0,0,0,corrected,corrected,corrected
325_chatgpt2025,1,0,0,0,corrected,corrected,corrected
325_deepseek,1,0,0,0,corrected,corrected,corrected
325_gemini,2,1,1,0,not_corrected,not_corrected,corrected
325_stackoverflow,5,0,0,0,corrected,corrected,corrected
326_stackoverflow,1,0,0,0,corrected,corrected,corrected
327_stackoverflow,1,0,0,0,corrected,corrected,corrected
328_chatgpt2025,2,0,0,0,corrected,corrected,corrected
328_deepseek,3,0,0,0,corrected,corrected,corrected
329_chatgpt2025,1,0,0,0,corrected,corrected,corrected
329_deepseek,1,0,0,0,corrected,corrected,corrected
329_gemini,2,0,0,0,corrected,corrected,corrected
329_stackoverflow,4,1,1,1,not_corrected,not_corrected,not_corrected
33_chatgpt,2,0,0,0,corrected,corrected,corrected
33_chatgpt2025,2,0,0,0,corrected,corrected,corrected
33_stackoverflow,4,1,1,0,not_corrected,not_corrected,corrected
330_chatgpt,1,0,1,0,corrected,not_corrected,corrected
330_gemini,2,0,0,0,corrected,corrected,corrected
331_stackoverflow,2,0,0,0,corrected,corrected,corrected
333_gemini,1,0,0,0,corrected,corrected,corrected
334_gemini,2,0,0,0,corrected,corrected,corrected
335_chatgpt,3,0,0,0,corrected,corrected,corrected
335_deepseek,2,0,0,0,corrected,corrected,corrected
336_chatgpt2025,1,0,0,0,corrected,corrected,corrected
336_deepseek,1,0,0,0,corrected,corrected,corrected
336_stackoverflow,1,0,0,0,corrected,corrected,corrected
337_stackoverflow,3,0,0,0,corrected,corrected,corrected
338_chatgpt2025,1,0,0,0,corrected,corrected,corrected
338_gemini,1,0,0,0,corrected,corrected,corrected
338_stackoverflow,4,0,0,0,corrected,corrected,corrected
339_stackoverflow,1,1,1,0,not_corrected,not_corrected,corrected
34_stackoverflow,3,0,0,0,corrected,corrected,corrected
340_stackoverflow,2,0,2,2,corrected,not_corrected,not_corrected
341_chatgpt2025,2,1,0,1,not_corrected,corrected,not_corrected
341_deepseek,2,0,0,0,corrected,corrected,corrected
341_stackoverflow,3,0,0,0,corrected,corrected,corrected
342_deepseek,1,0,0,0,corrected,corrected,corrected
342_gemini,1,2,0,0,not_corrected,corrected,corrected
342_stackoverflow,1,0,1,1,corrected,not_corrected,not_corrected
