query_id_llm,before,chatgpt_remaining,deepseek_remaining,gemini_remaining,chatgpt_status,deepseek_status,gemini_status
30_gemini,1,0,0,0,corrected,corrected,corrected
30_stackoverflow,1,0,0,0,corrected,corrected,corrected
302_gemini,1,0,0,0,corrected,corrected,corrected
302_stackoverflow,1,0,0,0,corrected,corrected,corrected
303_gemini,1,0,0,0,corrected,corrected,corrected
304_stackoverflow,1,1,0,0,not_corrected,corrected,corrected
306_chatgpt2025,1,1,1,0,not_corrected,not_corrected,corrected
306_deepseek,2,0,0,1,corrected,corrected,not_corrected
306_stackoverflow,1,1,0,1,not_corrected,corrected,not_corrected
307_stackoverflow,2,0,0,2,corrected,corrected,not_corrected
308_stackoverflow,2,0,0,2,corrected,corrected,not_corrected
309_chatgpt,2,2,2,2,not_corrected,not_corrected,not_corrected
309_chatgpt2025,2,2,0,3,not_corrected,corrected,not_corrected
309_deepseek,2,0,0,0,corrected,corrected,corrected
309_gemini,2,0,0,1,corrected,corrected,not_corrected
313_chatgpt,1,0,0,0,corrected,corrected,corrected
313_stackoverflow,3,0,0,3,corrected,corrected,not_corrected
314_deepseek,2,0,0,0,corrected,corrected,corrected
318_stackoverflow,2,2,0,0,not_corrected,corrected,corrected
319_chatgpt2025,1,0,0,0,corrected,corrected,corrected
320_stackoverflow,2,0,0,1,corrected,corrected,not_corrected
321_gemini,1,0,0,0,corrected,corrected,corrected
321_stackoverflow,2,2,0,0,not_corrected,corrected,corrected
325_stackoverflow,2,0,0,0,corrected,corrected,corrected
329_gemini,1,0,0,0,corrected,corrected,corrected
329_stackoverflow,1,0,0,0,corrected,corrected,corrected
33_chatgpt,1,0,0,0,corrected,corrected,corrected
33_chatgpt2025,1,0,0,0,corrected,corrected,corrected
330_chatgpt,1,0,0,0,corrected,corrected,corrected
331_stackoverflow,2,0,0,0,corrected,corrected,corrected
333_gemini,1,0,0,0,corrected,corrected,corrected
335_chatgpt,2,0,0,0,corrected,corrected,corrected
335_deepseek,2,0,0,0,corrected,corrected,corrected
337_stackoverflow,3,0,0,0,corrected,corrected,corrected
338_stackoverflow,2,0,0,0,corrected,corrected,corrected
34_stackoverflow,2,0,0,0,corrected,corrected,corrected
340_stackoverflow,2,0,2,2,corrected,not_corrected,not_corrected
341_chatgpt2025,2,1,0,1,not_corrected,corrected,not_corrected
341_deepseek,2,0,0,0,corrected,corrected,corrected
342_deepseek,1,0,0,0,corrected,corrected,corrected
342_gemini,0,1,0,0,introduced,corrected,corrected
343_stackoverflow,2,2,2,2,not_corrected,not_corrected,not_corrected
344_deepseek,2,0,0,0,corrected,corrected,corrected
346_deepseek,2,2,2,2,not_corrected,not_corrected,not_corrected
346_stackoverflow,1,0,0,0,corrected,corrected,corrected
347_chatgpt,2,0,0,0,corrected,corrected,corrected
347_chatgpt2025,2,0,0,0,corrected,corrected,corrected
347_deepseek,1,0,0,0,corrected,corrected,corrected
347_gemini,2,0,0,0,corrected,corrected,corrected
347_stackoverflow,2,0,0,0,corrected,corrected,corrected
35_chatgpt2025,1,0,0,0,corrected,corrected,corrected
350_chatgpt,2,0,0,0,corrected,corrected,corrected
350_chatgpt2025,2,1,0,1,not_corrected,corrected,not_corrected
350_deepseek,2,1,2,0,not_corrected,not_corrected,corrected
350_gemini,1,1,0,1,not_corrected,corrected,not_corrected
350_stackoverflow,2,1,1,1,not_corrected,not_corrected,not_corrected
351_deepseek,2,1,0,1,not_corrected,corrected,not_corrected
351_stackoverflow,2,1,0,0,not_corrected,corrected,corrected
352_stackoverflow,2,1,0,0,not_corrected,corrected,corrected
356_stackoverflow,2,0,0,0,corrected,corrected,corrected
36_stackoverflow,1,0,0,0,corrected,corrected,corrected
38_chatgpt2025,2,2,0,1,not_corrected,corrected,not_corrected
38_deepseek,2,0,2,0,corrected,not_corrected,corrected
38_gemini,2,1,2,0,not_corrected,not_corrected,corrected
39_deepseek,2,0,0,0,corrected,corrected,corrected
39_stackoverflow,3,0,0,0,corrected,corrected,corrected
4_stackoverflow,1,1,0,0,not_corrected,corrected,corrected
41_deepseek,1,0,0,0,corrected,corrected,corrected
41_gemini,1,0,0,0,corrected,corrected,corrected
41_stackoverflow,1,1,1,1,not_corrected,not_corrected,not_corrected
45_stackoverflow,3,2,0,0,not_corrected,corrected,corrected
46_chatgpt,2,0,0,0,corrected,corrected,corrected
46_gemini,0,2,2,2,introduced,introduced,introduced
46_stackoverflow,3,0,0,1,corrected,corrected,not_corrected
47_stackoverflow,2,0,0,0,corrected,corrected,corrected
48_deepseek,2,0,0,0,corrected,corrected,corrected
48_gemini,2,0,0,0,corrected,corrected,corrected
48_stackoverflow,2,2,0,0,not_corrected,corrected,corrected
5_chatgpt,4,0,1,1,corrected,not_corrected,not_corrected
5_chatgpt2025,2,1,1,1,not_corrected,not_corrected,not_corrected
5_deepseek,2,1,1,0,not_corrected,not_corrected,corrected
5_gemini,2,1,1,1,not_corrected,not_corrected,not_corrected
50_chatgpt,1,0,0,0,corrected,corrected,corrected
50_deepseek,1,1,1,0,not_corrected,not_corrected,corrected
51_deepseek,2,1,0,0,not_corrected,corrected,corrected
53_chatgpt,2,0,0,0,corrected,corrected,corrected
53_chatgpt2025,1,0,0,0,corrected,corrected,corrected
53_stackoverflow,2,0,0,0,corrected,corrected,corrected
55_deepseek,2,1,0,2,not_corrected,corrected,not_corrected
56_stackoverflow,2,2,0,2,not_corrected,corrected,not_corrected
57_deepseek,2,0,0,0,corrected,corrected,corrected
58_chatgpt,2,0,0,0,corrected,corrected,corrected
59_stackoverflow,3,0,0,0,corrected,corrected,corrected
6_chatgpt2025,1,1,0,0,not_corrected,corrected,corrected
6_deepseek,1,1,0,0,not_corrected,corrected,corrected
61_deepseek,2,2,0,2,not_corrected,corrected,not_corrected
63_stackoverflow,2,0,0,0,corrected,corrected,corrected
65_stackoverflow,2,0,2,0,corrected,not_corrected,corrected
66_stackoverflow,2,0,0,0,corrected,corrected,corrected
67_stackoverflow,2,0,0,0,corrected,corrected,corrected
68_chatgpt2025,2,2,0,2,not_corrected,corrected,not_corrected
68_deepseek,2,2,2,2,not_corrected,not_corrected,not_corrected
69_deepseek,2,0,0,0,corrected,corrected,corrected
70_stackoverflow,2,2,2,0,not_corrected,not_corrected,corrected
71_stackoverflow,3,2,0,1,not_corrected,corrected,not_corrected
72_stackoverflow,2,2,2,2,not_corrected,not_corrected,not_corrected
74_chatgpt2025,1,0,0,0,corrected,corrected,corrected
75_chatgpt,2,2,2,2,not_corrected,not_corrected,not_corrected
75_deepseek,2,0,0,0,corrected,corrected,corrected
75_stackoverflow,2,2,2,2,not_corrected,not_corrected,not_corrected
76_gemini,1,0,0,0,corrected,corrected,corrected
8_gemini,2,0,1,1,corrected,not_corrected,not_corrected
81_stackoverflow,2,2,2,0,not_corrected,not_corrected,corrected
84_gemini,2,0,0,0,corrected,corrected,corrected
85_deepseek,1,0,0,0,corrected,corrected,corrected
85_stackoverflow,1,0,0,0,corrected,corrected,corrected
88_stackoverflow,1,1,0,0,not_corrected,corrected,corrected
9_deepseek,1,0,0,0,corrected,corrected,corrected
9_stackoverflow,1,1,0,1,not_corrected,corrected,not_corrected
90_chatgpt,2,2,2,2,not_corrected,not_corrected,not_corrected
90_deepseek,2,2,2,2,not_corrected,not_corrected,not_corrected
91_deepseek,1,0,0,0,corrected,corrected,corrected
91_stackoverflow,1,0,0,2,corrected,corrected,not_corrected
94_gemini,3,0,0,0,corrected,corrected,corrected
95_chatgpt2025,2,0,0,0,corrected,corrected,corrected
96_stackoverflow,2,0,0,2,corrected,corrected,not_corrected
97_chatgpt2025,1,0,0,0,corrected,corrected,corrected
97_gemini,1,0,0,0,corrected,corrected,corrected
277_stackoverflow,0,0,1,0,corrected,introduced,corrected
294_deepseek,0,0,0,1,corrected,corrected,introduced
