query_id_llm,before,chatgpt_remaining,deepseek_remaining,gemini_remaining,chatgpt_status,deepseek_status,gemini_status
196_chatgpt,1,0,0,0,corrected,corrected,corrected
196_chatgpt2025,1,0,0,0,corrected,corrected,corrected
2_stackoverflow,1,0,0,0,corrected,corrected,corrected
201_chatgpt,1,0,0,0,corrected,corrected,corrected
201_chatgpt2025,1,0,0,0,corrected,corrected,corrected
201_deepseek,1,0,0,0,corrected,corrected,corrected
201_gemini,1,0,0,0,corrected,corrected,corrected
201_stackoverflow,1,0,0,0,corrected,corrected,corrected
202_stackoverflow,1,0,0,0,corrected,corrected,corrected
212_stackoverflow,1,0,0,0,corrected,corrected,corrected
217_chatgpt,1,0,0,0,corrected,corrected,corrected
221_gemini,1,0,0,0,corrected,corrected,corrected
224_chatgpt,1,0,0,0,corrected,corrected,corrected
224_stackoverflow,1,0,0,0,corrected,corrected,corrected
226_chatgpt,1,0,0,0,corrected,corrected,corrected
226_gemini,1,0,0,0,corrected,corrected,corrected
229_chatgpt,1,0,0,0,corrected,corrected,corrected
23_gemini,1,0,0,0,corrected,corrected,corrected
232_gemini,1,0,0,0,corrected,corrected,corrected
232_stackoverflow,1,0,0,0,corrected,corrected,corrected
236_chatgpt2025,1,0,0,0,corrected,corrected,corrected
236_stackoverflow,1,0,0,0,corrected,corrected,corrected
240_gemini,1,1,0,0,not_corrected,corrected,corrected
242_gemini,1,0,0,0,corrected,corrected,corrected
247_stackoverflow,2,0,0,0,corrected,corrected,corrected
249_deepseek,1,0,0,0,corrected,corrected,corrected
249_gemini,1,0,0,0,corrected,corrected,corrected
249_stackoverflow,1,0,0,0,corrected,corrected,corrected
25_gemini,2,0,0,0,corrected,corrected,corrected
250_chatgpt,1,1,1,0,not_corrected,not_corrected,corrected
253_deepseek,1,0,0,0,corrected,corrected,corrected
253_stackoverflow,1,0,0,0,corrected,corrected,corrected
254_gemini,1,0,0,0,corrected,corrected,corrected
26_stackoverflow,1,0,0,0,corrected,corrected,corrected
260_stackoverflow,1,0,0,0,corrected,corrected,corrected
265_chatgpt2025,1,0,0,0,corrected,corrected,corrected
265_deepseek,1,0,0,0,corrected,corrected,corrected
265_gemini,1,0,0,0,corrected,corrected,corrected
267_stackoverflow,1,0,0,0,corrected,corrected,corrected
274_chatgpt2025,1,0,0,0,corrected,corrected,corrected
274_deepseek,2,0,0,0,corrected,corrected,corrected
274_gemini,1,0,0,0,corrected,corrected,corrected
277_deepseek,2,0,1,1,corrected,not_corrected,not_corrected
277_stackoverflow,2,0,0,0,corrected,corrected,corrected
28_chatgpt2025,1,0,0,0,corrected,corrected,corrected
281_stackoverflow,1,0,0,0,corrected,corrected,corrected
285_stackoverflow,1,0,0,0,corrected,corrected,corrected
286_stackoverflow,1,0,0,0,corrected,corrected,corrected
287_chatgpt,2,0,0,0,corrected,corrected,corrected
29_chatgpt2025,1,0,0,0,corrected,corrected,corrected
29_deepseek,1,0,0,0,corrected,corrected,corrected
29_stackoverflow,1,0,0,0,corrected,corrected,corrected
294_deepseek,1,0,0,0,corrected,corrected,corrected
294_gemini,1,0,0,0,corrected,corrected,corrected
294_stackoverflow,1,0,0,0,corrected,corrected,corrected
295_gemini,1,0,0,0,corrected,corrected,corrected
297_gemini,1,0,0,0,corrected,corrected,corrected
3_stackoverflow,1,0,0,0,corrected,corrected,corrected
304_gemini,1,0,0,0,corrected,corrected,corrected
314_stackoverflow,1,0,0,0,corrected,corrected,corrected
32_deepseek,1,0,0,0,corrected,corrected,corrected
325_chatgpt2025,1,0,0,0,corrected,corrected,corrected
325_deepseek,1,0,0,0,corrected,corrected,corrected
325_gemini,1,0,0,0,corrected,corrected,corrected
325_stackoverflow,2,0,0,0,corrected,corrected,corrected
326_stackoverflow,1,0,0,0,corrected,corrected,corrected
327_stackoverflow,1,0,0,0,corrected,corrected,corrected
328_chatgpt2025,1,0,0,0,corrected,corrected,corrected
328_deepseek,1,0,0,0,corrected,corrected,corrected
329_chatgpt2025,1,0,0,0,corrected,corrected,corrected
329_deepseek,1,0,0,0,corrected,corrected,corrected
329_gemini,1,0,0,0,corrected,corrected,corrected
329_stackoverflow,2,0,0,0,corrected,corrected,corrected
33_chatgpt2025,1,0,0,0,corrected,corrected,corrected
33_stackoverflow,1,0,0,0,corrected,corrected,corrected
330_gemini,1,0,0,0,corrected,corrected,corrected
334_gemini,1,0,0,0,corrected,corrected,corrected
338_chatgpt2025,1,0,0,0,corrected,corrected,corrected
338_gemini,1,0,0,0,corrected,corrected,corrected
338_stackoverflow,1,0,0,0,corrected,corrected,corrected
341_stackoverflow,1,0,0,0,corrected,corrected,corrected
342_stackoverflow,1,0,1,1,corrected,not_corrected,not_corrected
349_stackoverflow,1,1,0,0,not_corrected,corrected,corrected
352_gemini,1,0,0,0,corrected,corrected,corrected
354_gemini,1,0,0,0,corrected,corrected,corrected
357_chatgpt,1,0,0,0,corrected,corrected,corrected
38_deepseek,0,1,0,0,introduced,corrected,corrected
38_gemini,1,0,0,0,corrected,corrected,corrected
39_chatgpt,1,0,0,0,corrected,corrected,corrected
39_deepseek,1,0,0,0,corrected,corrected,corrected
39_stackoverflow,1,0,0,0,corrected,corrected,corrected
43_chatgpt2025,1,0,0,0,corrected,corrected,corrected
43_deepseek,1,0,0,0,corrected,corrected,corrected
46_chatgpt,1,1,1,1,not_corrected,not_corrected,not_corrected
46_gemini,1,0,0,0,corrected,corrected,corrected
46_stackoverflow,1,0,0,0,corrected,corrected,corrected
48_stackoverflow,1,0,0,0,corrected,corrected,corrected
51_chatgpt2025,1,0,0,0,corrected,corrected,corrected
51_deepseek,1,0,0,0,corrected,corrected,corrected
51_gemini,1,0,0,0,corrected,corrected,corrected
52_chatgpt2025,2,0,0,0,corrected,corrected,corrected
52_deepseek,1,0,0,0,corrected,corrected,corrected
56_chatgpt2025,1,0,0,0,corrected,corrected,corrected
56_deepseek,1,0,0,0,corrected,corrected,corrected
57_stackoverflow,1,0,0,0,corrected,corrected,corrected
63_chatgpt2025,1,0,0,0,corrected,corrected,corrected
63_gemini,1,0,0,0,corrected,corrected,corrected
64_stackoverflow,1,0,0,0,corrected,corrected,corrected
66_stackoverflow,1,0,0,0,corrected,corrected,corrected
71_stackoverflow,0,1,0,0,introduced,corrected,corrected
75_stackoverflow,1,0,0,0,corrected,corrected,corrected
76_stackoverflow,1,0,0,0,corrected,corrected,corrected
8_gemini,1,0,0,0,corrected,corrected,corrected
83_stackoverflow,1,0,0,0,corrected,corrected,corrected
87_gemini,1,0,0,0,corrected,corrected,corrected
88_stackoverflow,1,0,0,1,corrected,corrected,not_corrected
93_gemini,1,0,0,0,corrected,corrected,corrected
94_chatgpt,1,0,0,0,corrected,corrected,corrected
94_stackoverflow,2,0,0,0,corrected,corrected,corrected
97_gemini,1,0,1,0,corrected,not_corrected,corrected
97_stackoverflow,2,0,0,0,corrected,corrected,corrected
247_gemini,0,0,0,1,corrected,corrected,introduced
